steamerid,firstname,lastname,DBteamId,IP,start_IP,relief_IP,start_percent,FBV,TBF,G,GS,W,L,SV,BB,K,HBP,ER,R,ERA,RA,H,HR,GB,FB,LD,K9,BB9,HR9,WHIP
3830,Ricky,Nolasco,MIN,189.44,189.44,0,1,90,817,30.0698412698272,30.0698,9.917,12.9241,0,46.3384,127.492,7.2172,96.7488,104.1516,4.59638513513514,4.94808065878378,209.5597,23.77,271.0403,225.551,134.522,6.05694679054054,2.20146537162162,1.12927576013514,1.35081345016892
3950,Matt,Magill,LAN,18.944,18.944,0,1,90.8,84,3.32350877195062,3.3235,1.0561,1.3514,0,10.4881,17.7096,0.5256,9.6769,10.4223,4.59734480574324,4.95147276182432,17.3214,2.17,23.432,20.0613,10.8579,8.41355574324324,4.98273331925676,1.03093327702703,1.46798458614865
sa455188,Zach,Foster,PIT,1,0,1,0,89.2,4,1,0,0.0489,0.0511,0,0.398,0.6181,0.0574,0.5108,0.5521,4.5972,4.9689,1.0664,0.11,1.4879,1.1643,0.6834,5.5629,3.582,0.99,1.4644
sa598099,Jason,Creasy,PIT,1,0.774,0.226,0.774,89.1,4,0.250391228070175,0.1595,0.052,0.0643,0,0.3502,0.637,0.0484,0.5108,0.552,4.5972,4.968,1.0634,0.12,1.4797,1.1579,0.6796,5.733,3.1518,1.08,1.4136
sa507216,Joely,Rodriguez,PIT,1,1,0,1,91.4,4,0.31289298245614,0.1462,0.0574,0.0742,0,0.3771,0.6256,0.0336,0.5108,0.5525,4.5972,4.9725,1.0585,0.11,1.482,1.1597,0.6806,5.6304,3.3939,0.99,1.4356
9533,Andrew,Carpenter,TOR,1,0,1,0,89.2,4,0.175438596491228,0.1754,0.0328,0.0356,0,0.277,0.6465,0.0297,0.5109,0.548,4.5981,4.932,1.104,0.15,1.3462,1.326,0.6927,5.8185,2.493,1.35,1.381
sa455372,Nick,Bucci,MIL,1,1,0,1,90.6,4,0.175438596491228,0.1754,0.0554,0.0717,0,0.4111,0.8077,0.0485,0.5109,0.5509,4.5981,4.9581,1.0028,0.13,1.3772,1.0777,0.6329,7.2693,3.6999,1.17,1.4139
sa500738,Eric,Arnett,MIL,1,0,1,0,NULL,4,0.175438596491228,0.1754,0.0328,0.0356,0,0.3894,0.6978,0.0462,0.5109,0.5512,4.5981,4.9608,1.0521,0.13,1.4473,1.1325,0.6651,6.2802,3.5046,1.17,1.4415
sa294209,Blake,Maxwell,BOS,1,0,1,0,NULL,4,1,0,0.0489,0.0511,0,0.3091,0.6129,0.0452,0.511,0.5499,4.599,4.9491,1.1057,0.13,1.4082,1.2623,0.7223,5.5161,2.7819,1.17,1.4148
sa658564,Matthew,Chabot,SDN,1,0,1,0,NULL,4,1,0,0.0489,0.0511,0,0.398,0.6764,0.0443,0.5112,0.5518,4.6008,4.9662,1.0496,0.12,1.4677,1.1448,0.6496,6.0876,3.582,1.08,1.4476
sa390259,David,Mixon,SFN,1,0.725,0.275,0.725,NULL,4,0.250391228070175,0.1595,0.0504,0.063,0,0.302,0.5803,0.0414,0.5112,0.5524,4.6008,4.9716,1.0932,0.12,1.5194,1.189,0.6992,5.2227,2.718,1.08,1.3952
4755,Bill,Murphy,TOR,1,0,1,0,87.9,4,1,0,0.0489,0.0511,0,0.3744,0.674,0.0379,0.5112,0.5501,4.6008,4.9509,1.0716,0.13,1.3807,1.2357,0.6782,6.066,3.3696,1.17,1.446
sa507013,Lorenzo,Mendoza,SFN,1,0.588,0.412,0.588,NULL,4,0.236538596491228,0.1624,0.0474,0.0575,0,0.3265,0.5893,0.0374,0.5112,0.5525,4.6008,4.9725,1.0864,0.12,1.5113,1.1826,0.6955,5.3037,2.9385,1.08,1.4129
sa545124,Daniel,Wolford,CIN,1,0,1,0,NULL,4,1,0,0.0489,0.0511,0,0.4278,0.7121,0.0373,0.5112,0.5518,4.6008,4.9662,1.028,0.13,1.4358,1.1217,0.6481,6.4089,3.8502,1.17,1.4558
sa294108,Adalberto,Flores,FA,1,0,1,0,NULL,4,1,0,0.0489,0.0511,0,0.3932,0.6692,0.0464,0.5113,0.5513,4.6017,4.9617,1.0559,0.13,1.4198,1.187,0.6722,6.0228,3.5388,1.17,1.4491
sa551258,Francellis,Montas,BOS,1,0.992,0.008,0.992,96.6,4,0.184508771929825,0.1735,0.0618,0.0651,0,0.4852,0.8689,0.035,0.5113,0.5501,4.6017,4.9509,0.975,0.12,1.2459,1.1168,0.639,7.8201,4.3668,1.08,1.4602
4001,Enny,Romero,TBA,44.1808,19.1808,25,0.434143338282693,94.3,198,28.3650526316,3.3651,2.3068,2.575,0,25.8035,34.002,1.5215,22.5918,24.4126,4.60213939086662,4.97305164234238,42.2364,4.85,58.8656,49.3712,27.3556,6.92649295621628,5.25638965342411,0.987985731358418,1.54003322710318
sa389930,Kyle,Lotzkar,CIN,1,0,1,0,NULL,5,0.175438596491228,0.1754,0.0328,0.0356,0,0.5455,0.839,0.0865,0.5114,0.5519,4.6026,4.9671,0.9599,0.12,1.346,1.0515,0.6076,7.551,4.9095,1.08,1.5054
1056,Brett,Tomko,TEX,1,0,1,0,89.8,4,0.175438596491228,0.1754,0.0328,0.0356,0,0.3552,0.6985,0.0466,0.5115,0.5492,4.6035,4.9428,1.0718,0.15,1.3208,1.2618,0.6947,6.2865,3.1968,1.35,1.427
sa551047,Francisco,Santana,LAA,1,0,1,0,NULL,4,0.682873684210526,0.0675,0.0421,0.0445,0,0.3991,0.6168,0.0389,0.5115,0.5513,4.6035,4.9617,1.0684,0.12,1.4053,1.2615,0.6795,5.5512,3.5919,1.08,1.4675
2159,Boof,Bonser,OAK,1,0,1,0,90.3,4,1,0,0.0488,0.0512,0,0.372,0.5963,0.0382,0.5116,0.5514,4.6044,4.9626,1.0773,0.13,1.4149,1.2697,0.6918,5.3667,3.348,1.17,1.4493
sa502312,Nathan,Long,OAK,1,0.139,0.861,0.139,NULL,4,0.885468421052632,0.0244,0.0499,0.0532,0,0.3692,0.6048,0.044,0.5116,0.5514,4.6044,4.9626,1.0711,0.13,1.4093,1.2647,0.689,5.4432,3.3228,1.17,1.4403
sa502430,Beau,Wright,MIA,1,0,1,0,NULL,4,0.682873684210526,0.0675,0.0421,0.0445,0,0.4749,0.6822,0.0407,0.5117,0.5531,4.6053,4.9779,1.0436,0.1,1.4433,1.1287,0.6733,6.1398,4.2741,0.9,1.5185
sa736966,Estarlin,Cordero,KCA,1,0,1,0,NULL,4,1,0,0.0488,0.0512,0,0.4801,0.6357,0.04,0.512,0.5525,4.608,4.9725,1.0356,0.12,1.3786,1.2339,0.6762,5.7213,4.3209,1.08,1.5157
sa454982,Adam,Jorgenson,COL,1,0,1,0,NULL,4,1,0,0.0488,0.0512,0,0.3686,0.7089,0.0432,0.5121,0.5521,4.6089,4.9689,1.0791,0.13,1.4261,1.1128,0.725,6.3801,3.3174,1.17,1.4477
sa579488,Ian,Kadish,TOR,1,0,1,0,NULL,4,1,0,0.0488,0.0512,0,0.3779,0.717,0.0357,0.5123,0.5508,4.6107,4.9572,1.0583,0.14,1.3573,1.2148,0.6667,6.453,3.4011,1.26,1.4362
sa579498,Joey,Housey,CIN,1,0,1,0,NULL,4,1,0,0.0488,0.0512,0,0.3944,0.6745,0.0377,0.5123,0.5529,4.6107,4.9761,1.0483,0.14,1.4623,1.1424,0.6601,6.0705,3.5496,1.26,1.4427
1816,Chad,Cordero,TOR,1,0,1,0,86.6,4,1,0,0.0488,0.0512,0,0.2914,0.6366,0.0436,0.5123,0.5508,4.6107,4.9572,1.1031,0.14,1.4111,1.263,0.6932,5.7294,2.6226,1.26,1.3945
5364,Brett,Marshall,CIN,73.3616,38.3616,35,0.52291116878585,88.5,324,41.7301052632,6.7301,3.6965,4.5851,0,33.1604,56.5543,2.915,37.5841,40.5981,4.61081683060348,4.98057430590391,73.2823,9.32,104.8488,77.4373,46.1939,6.93808068526314,4.06811738020981,1.14337746177837,1.4509320952651
sa546796,Dennis,O'Grady,SDN,1,0,1,0,NULL,4,0.31289298245614,0.1462,0.0352,0.0378,0,0.4582,0.7338,0.0349,0.5124,0.5531,4.6116,4.9779,1.0185,0.12,1.4269,1.113,0.6315,6.6042,4.1238,1.08,1.4767
sa203193,Miguel,Gonzalez,FA,1,0,1,0,NULL,4,0.236538596491228,0.1624,0.0339,0.0366,0,0.3499,0.6233,0.0358,0.5124,0.5524,4.6116,4.9716,1.0809,0.13,1.4513,1.2133,0.6871,5.6097,3.1491,1.17,1.4308
sa501999,Jeffrey,Lorick,CHN,1,0,1,0,NULL,4,1,0,0.0487,0.0513,0,0.4778,0.6712,0.0468,0.5126,0.5541,4.6134,4.9869,1.031,0.12,1.4498,1.132,0.6622,6.0408,4.3002,1.08,1.5088
sa597962,Cody,Hebner,SDN,1,0,1,0,NULL,4,0.260038596491228,0.1574,0.0342,0.037,0,0.5168,0.7966,0.0394,0.5126,0.5532,4.6134,4.9788,0.9844,0.11,1.3818,1.0778,0.6116,7.1694,4.6512,0.99,1.5012
sa506678,Frank,Batista,CHN,1,0,1,0,NULL,4,1,0,0.0487,0.0513,0,0.4509,0.6941,0.0331,0.5126,0.5536,4.6134,4.9824,1.0297,0.12,1.4401,1.1244,0.6578,6.2469,4.0581,1.08,1.4806
sa267846,Alberto,Bastardo,LAN,1,1,0,1,NULL,4,0.175438596491228,0.1754,0.0556,0.0715,0,0.3662,0.6299,0.0375,0.5126,0.5541,4.6134,4.9869,1.0542,0.12,1.4889,1.1639,0.6622,5.6691,3.2958,1.08,1.4204
6640,Jhonny,Nunez,TBA,1,0,1,0,91.6,4,1,0,0.0487,0.0513,0,0.4335,0.6379,0.0439,0.5126,0.5526,4.6134,4.9734,1.0377,0.13,1.3865,1.2416,0.6642,5.7411,3.9015,1.17,1.4712
4027,Dan,Cortes,SEA,1,0,1,0,93.7,4,1,0,0.0487,0.0513,0,0.5339,0.8018,0.039,0.5126,0.5521,4.6134,4.9689,0.9779,0.12,1.3028,1.1495,0.6137,7.2162,4.8051,1.08,1.5118
1574,Mark,Hendrickson,BAL,1,0,1,0,86.5,4,1,0,0.0487,0.0513,0,0.3151,0.5679,0.0322,0.5127,0.5533,4.6143,4.9797,1.0991,0.14,1.5006,1.2231,0.7012,5.1111,2.8359,1.26,1.4142
sa504801,Mayckol,Guaipe,SEA,1,0.319,0.681,0.319,91.9,4,0.175438596491228,0.1754,0.0416,0.0456,0,0.4157,0.7167,0.0636,0.5128,0.552,4.6152,4.968,1.0276,0.13,1.3533,1.2122,0.642,6.4503,3.7413,1.17,1.4433
sa506932,Estarlin,Morel,NYN,1,0,1,0,NULL,4,1,0,0.0487,0.0513,0,0.3501,0.6165,0.0378,0.5128,0.5537,4.6152,4.9833,1.078,0.13,1.5021,1.1735,0.6759,5.5485,3.1509,1.17,1.4281
sa503398,James,Pazos,NYA,1,0,1,0,NULL,4,1,0,0.0487,0.0513,0,0.4168,0.6535,0.0396,0.513,0.5527,4.617,4.9743,1.0488,0.14,1.3888,1.244,0.6602,5.8815,3.7512,1.26,1.4656
sa548334,Cody,Wheeler,ARI,1,0.844,0.156,0.844,90.7,4,0.175438596491228,0.1754,0.0533,0.0647,0,0.5901,0.8737,0.0471,0.513,0.5542,4.617,4.9878,0.9284,0.11,1.3125,1.0277,0.5959,7.8633,5.3109,0.99,1.5185
sa737893,Shane,Carle,PIT,1,0.667,0.333,0.667,NULL,4,0.450264912280702,0.117,0.0526,0.0644,0,0.3023,0.5783,0.0377,0.5131,0.5543,4.6179,4.9887,1.0945,0.12,1.521,1.1902,0.6985,5.2047,2.7207,1.08,1.3968
5221,Wade,LeBlanc,HOU,1,0.622,0.378,0.622,85.7,4,0.431877192982456,0.1209,0.0516,0.062,0,0.3148,0.6725,0.026,0.5131,0.5489,4.6179,4.9401,1.0875,0.16,1.2187,1.4285,0.6786,6.0525,2.8332,1.44,1.4023
sa549496,Kevin,Shackelford,MIL,1,0,1,0,NULL,4,1,0,0.0487,0.0513,0,0.3237,0.6307,0.0392,0.5132,0.5535,4.6188,4.9815,1.0892,0.14,1.495,1.1699,0.687,5.6763,2.9133,1.26,1.4129
sa501481,Damien,Magnifico,MIL,1,0.955,0.045,0.955,98.2,4,0.23299298245614,0.1632,0.0551,0.0713,0,0.5189,0.912,0.0438,0.5132,0.5532,4.6188,4.9788,0.9452,0.12,1.3028,1.0195,0.5987,8.208,4.6701,1.08,1.4641
11618,Mike,Kickham,SFN,9.5904,9.5904,0,1,89.5,42,1.6825263158,1.6825,0.5231,0.6958,0,4.6316,7.2576,0.2143,4.924,5.3309,4.62087087087087,5.00272147147147,9.5842,0.97,13.983,9.821,6.1454,6.81081081081081,4.34647147147147,0.910285285285285,1.48229479479479
5109,Evan,Meek,BAL,40,0,40,0,92.1,177,40,0,1.946,2.054,0,16.5487,28.2478,2.2809,20.5398,22.1055,4.621455,4.9737375,41.3527,5.67,54.4203,48.1014,26.3938,6.355755,3.7234575,1.27575,1.447535
sa507306,Ulises,Gutierrez,FA,1,0,1,0,NULL,4,0.79039649122807,0.0446,0.0442,0.0468,0,0.4443,0.6607,0.0359,0.5135,0.5541,4.6215,4.9869,1.0479,0.12,1.4185,1.1859,0.6716,5.9463,3.9987,1.08,1.4922
sa508695,Luis,Vazquez,FA,1,0,1,0,NULL,4,1,0,0.0486,0.0514,0,0.3347,0.6108,0.0444,0.5135,0.5536,4.6215,4.9824,1.0881,0.13,1.4604,1.2209,0.6914,5.4972,3.0123,1.17,1.4228
sa550400,Bryce,Shafer,CHN,1,0,1,0,NULL,4,1,0,0.0486,0.0514,0,0.4497,0.6893,0.0544,0.5137,0.5547,4.6233,4.9923,1.0327,0.12,1.4438,1.1272,0.6595,6.2037,4.0473,1.08,1.4824
sa251522,Robert,Hinton,BAL,1,0.111,0.889,0.111,NULL,4,1,0,0.0486,0.0514,0,0.3266,0.6428,0.0383,0.5137,0.5526,4.6233,4.9734,1.0768,0.15,1.4009,1.2541,0.6827,5.7852,2.9394,1.35,1.4034
sa455649,Marcel,Prado,BAL,1,0,1,0,NULL,4,1,0,0.0486,0.0514,0,0.3452,0.6526,0.0628,0.5137,0.5526,4.6233,4.9734,1.0705,0.15,1.394,1.2479,0.6793,5.8734,3.1068,1.35,1.4157
9901,Chris,Volstad,COL,1,0,1,0,91.2,4,0.175438596491228,0.1754,0.0328,0.0356,0,0.2614,0.5878,0.0299,0.5138,0.5565,4.6242,5.0085,1.1498,0.12,1.6677,1.013,0.7655,5.2902,2.3526,1.08,1.4112
2047,Jorge,de la Rosa,COL,191.808,191.808,0,1,90.8,843,30.4457142857,30.4457,11.3118,11.8148,0,70.3465,136.4755,6.6171,98.5564,106.6007,4.62445570570571,5.00190972222222,204.0378,23.45,287.6097,195.674,138.0135,6.40369275525526,3.30079298048048,1.10031906906907,1.43051541124458
sa454927,Marquis,Fleming,TBA,1,0.548,0.452,0.548,89.6,4,1,0,0.0486,0.0514,0,0.4794,0.7282,0.0421,0.5139,0.5537,4.6251,4.9833,0.9949,0.13,1.3308,1.1917,0.6375,6.5538,4.3146,1.17,1.4743
sa393045,Jonathan,Joseph,OAK,1,0,1,0,NULL,4,0.24049649122807,0.1616,0.0339,0.0366,0,0.4632,0.6805,0.0531,0.5139,0.5537,4.6251,4.9833,1.0291,0.12,1.3582,1.2188,0.664,6.1245,4.1688,1.08,1.4923
sa549089,Blake,Cooper,ARI,1,0,1,0,NULL,4,1,0,0.0486,0.0514,0,0.4361,0.6639,0.0328,0.514,0.5551,4.626,4.9959,1.0385,0.13,1.4578,1.1414,0.6619,5.9751,3.9249,1.17,1.4746
sa455204,Ryan,Weber,ATL,1,0.912,0.088,0.912,NULL,4,0.471456140350877,0.1125,0.0575,0.0746,0,0.2955,0.6243,0.0571,0.514,0.5548,4.626,4.9932,1.0898,0.13,1.489,1.1629,0.7077,5.6187,2.6595,1.17,1.3853
sa597753,Archie,Bradley,ARI,66.304,66.304,0,1,94.6,297,11.6322807017284,11.6323,3.7528,4.6737,0,39.0635,61.5807,3.4058,34.0916,36.7913,4.62753981660232,4.99399282094595,60.2608,7.36,84.8816,66.4621,38.5392,8.35886673503861,5.30241765202703,0.999034749034749,1.49801369449807
sa207593,Ramon,Fernandez,MIL,1,0.303,0.697,0.303,NULL,4,0.750157894736842,0.0532,0.05,0.0571,0,0.2793,0.6163,0.0477,0.5143,0.5546,4.6287,4.9914,1.101,0.14,1.5082,1.1802,0.6931,5.5467,2.5137,1.26,1.3803
sa659558,Mark,Peterson,KCA,1,0,1,0,NULL,4,1,0,0.0486,0.0514,0,0.3751,0.5786,0.04,0.5143,0.5543,4.6287,4.9887,1.0773,0.13,1.4227,1.2733,0.6978,5.2074,3.3759,1.17,1.4524
sa598475,Jonathan,Cornelius,SLN,1,0.899,0.101,0.899,NULL,4,0.40029649122807,0.1276,0.0569,0.0719,0,0.3855,0.6193,0.0525,0.5144,0.5562,4.6296,5.0058,1.0634,0.11,1.483,1.1597,0.6888,5.5737,3.4695,0.99,1.4489
sa547815,Joan,Gregorio,SFN,1,0.985,0.015,0.985,NULL,4,0.175438596491228,0.1754,0.0542,0.0721,0,0.3714,0.6611,0.0366,0.5145,0.5557,4.6305,5.0013,1.0512,0.11,1.463,1.1448,0.6733,5.9499,3.3426,0.99,1.4226
sa509258,Jorge,Ibarra,FA,1,0.074,0.926,0.074,NULL,4,0.939394736842105,0.0129,0.049,0.0527,0,0.4284,0.645,0.039,0.5146,0.5553,4.6314,4.9977,1.0566,0.12,1.4292,1.1948,0.6766,5.805,3.8556,1.08,1.485
sa323426,Wilkins,Arias,FA,1,0.75,0.25,0.75,NULL,4,1,0,0.0485,0.0515,0,0.3719,0.6536,0.035,0.5146,0.5551,4.6314,4.9959,1.0599,0.13,1.429,1.1947,0.6765,5.8824,3.3471,1.17,1.4318
sa501704,Matt,Lollis,SDN,1,0,1,0,NULL,4,1,0,0.0485,0.0515,0,0.4596,0.7293,0.0536,0.5147,0.5554,4.6323,4.9986,1.0207,0.12,1.4296,1.1151,0.6327,6.5637,4.1364,1.08,1.4803
9515,Jordan,Smith,CIN,1,0,1,0,89.7,4,1,0,0.0485,0.0515,0,0.3376,0.6303,0.0403,0.5147,0.5551,4.6323,4.9959,1.0778,0.14,1.4869,1.1761,0.6757,5.6727,3.0384,1.26,1.4154
sa502315,Austin,Hudson,SEA,1,0,1,0,NULL,4,1,0,0.0485,0.0515,0,0.31,0.5832,0.0491,0.5147,0.554,4.6323,4.986,1.0964,0.14,1.44,1.2899,0.6831,5.2488,2.79,1.26,1.4064
sa549384,Willy,Kesler,SEA,1,0,1,0,NULL,4,1,0,0.0485,0.0515,0,0.3201,0.5929,0.0392,0.5148,0.5541,4.6332,4.9869,1.091,0.14,1.4334,1.284,0.68,5.3361,2.8809,1.26,1.4111
sa548186,Jesse,Biddle,PHI,57.5424,57.5424,0,1,93.4,257,10.0951578947,10.0952,2.9109,4.4021,0,34.9631,55.0708,1.9001,29.6218,31.9627,4.63303928928929,4.99917104604605,52.0679,6.32,73.1076,57.1509,32.6167,8.61342592592592,5.46845282782783,0.988488488488488,1.51246732843955
9587,Mike,McClendon,MIL,1,0,1,0,87.5,4,1,0,0.0485,0.0515,0,0.4149,0.6806,0.0466,0.5148,0.5563,4.6332,5.0067,1.0493,0.13,1.4967,1.09,0.6668,6.1254,3.7341,1.17,1.4642
5518,Tim,Dillard,MIL,1,0,1,0,86.1,4,1,0,0.0485,0.0515,0,0.3949,0.6548,0.0491,0.5149,0.5576,4.6341,5.0184,1.0668,0.12,1.5864,1.0301,0.6745,5.8932,3.5541,1.08,1.4617
2608,Jhoulys,Chacin,COL,134.2656,134.2656,0,1,89.8,590,23.5553684211,23.5554,8.3159,8.7476,0,48.3569,92.1083,3.4665,69.1371,74.8704,4.63435086872587,5.01866151866152,145.2151,16.63,208.2651,133.8532,97.826,6.17414065851566,3.24142669455169,1.1147308022308,1.44170956670957
sa501505,Ryan,Woolley,ATL,1,0,1,0,NULL,4,1,0,0.0485,0.0515,0,0.4162,0.655,0.0343,0.515,0.556,4.635,5.004,1.0627,0.12,1.4594,1.1398,0.6937,5.895,3.7458,1.08,1.4789
sa658237,Stuart,Pudenz,OAK,1,0,1,0,NULL,4,1,0,0.0485,0.0515,0,0.399,0.6134,0.046,0.515,0.5548,4.635,4.9932,1.0647,0.13,1.4022,1.2583,0.6855,5.5206,3.591,1.17,1.4637
sa455459,Anthony,Desclafani,MIA,1,1,0,1,NULL,4,0.226973684210526,0.1645,0.0506,0.0782,0,0.3019,0.6343,0.0371,0.5152,0.556,4.6368,5.004,1.0897,0.12,1.4906,1.1657,0.6953,5.7087,2.7171,1.08,1.3916
sa506787,Pedro,Guerra,NYA,1,0,1,0,NULL,4,1,0,0.0485,0.0515,0,0.3667,0.6649,0.0439,0.5152,0.5542,4.6368,4.9878,1.0582,0.15,1.3895,1.2446,0.6605,5.9841,3.3003,1.35,1.4249
sa504069,Gabriel,Garcia,HOU,1,0,1,0,NULL,4,1,0,0.0485,0.0515,0,0.3591,0.6396,0.0313,0.5152,0.5544,4.6368,4.9896,1.0842,0.13,1.4036,1.2565,0.681,5.7564,3.2319,1.17,1.4433
305,Carlos,Zambrano,MIA,1,0.869,0.131,0.869,89.3,4,0.175438596491228,0.1754,0.0484,0.071,0,0.4428,0.7109,0.0458,0.5153,0.5575,4.6377,5.0175,1.0385,0.1,1.479,1.0619,0.666,6.3981,3.9852,0.9,1.4813
sa549211,Chase,Whitley,NYA,1,0.51,0.49,0.51,92.1,4,1,0,0.0485,0.0515,0,0.4061,0.7482,0.0393,0.5154,0.5542,4.6386,4.9878,1.0184,0.14,1.3372,1.1977,0.6357,6.7338,3.6549,1.26,1.4245
2895,Zach,McAllister,CLE,163.0368,163.0368,0,1,91.3,709,28.6029473684,28.6029,9.4153,11.3047,0,53.4477,124.0497,5.4086,84.0242,90.0148,4.63832582582583,4.96902049107931,171.9954,22.97,204.6717,208.8487,108.4885,6.84782392686804,2.95043388977212,1.26799593711358,1.38277431843608
sa597626,Cruz,Guevara,KCA,1,0,1,0,NULL,4,1,0,0.0485,0.0515,0,0.4654,0.611,0.0384,0.5154,0.556,4.6386,5.004,1.0479,0.12,1.3942,1.2478,0.6838,5.499,4.1886,1.08,1.5133
3180,Manny,Delcarmen,NYA,1,0,1,0,91.8,4,1,0,0.0485,0.0515,0,0.4491,0.7494,0.0312,0.5154,0.5543,4.6386,4.9887,1.011,0.14,1.3325,1.1936,0.6335,6.7446,4.0419,1.26,1.4601
sa328511,Jesus,Sanchez,MIL,1,0,1,0,NULL,4,1,0,0.0485,0.0515,0,0.3556,0.6532,0.0312,0.5154,0.5558,4.6386,5.0022,1.0764,0.14,1.4786,1.157,0.6795,5.8788,3.2004,1.26,1.432
sa506238,Wilson,Rivera,ATL,1,0,1,0,NULL,5,1,0,0.0485,0.0515,0,0.6315,0.8958,0.0572,0.5155,0.5564,4.6395,5.0076,0.9343,0.1,1.2924,1.0094,0.6143,8.0622,5.6835,0.9,1.5658
sa658294,Joseph,Scanio,SLN,1,0,1,0,NULL,4,1,0,0.0484,0.0516,0,0.3826,0.592,0.0548,0.5155,0.557,4.6395,5.013,1.0828,0.12,1.5033,1.1756,0.6983,5.328,3.4434,1.08,1.4654
sa599257,Brook,Hart,COL,1,0,1,0,NULL,4,1,0,0.0484,0.0516,0,0.3914,0.6644,0.0516,0.5156,0.5563,4.6404,5.0067,1.0895,0.13,1.4482,1.13,0.7363,5.9796,3.5226,1.17,1.4809
sa621598,Chris,Stratton,SFN,1,1,0,1,92.2,4,0.263749122807018,0.1566,0.0554,0.0746,0,0.4519,0.7395,0.0361,0.5156,0.5568,4.6404,5.0112,1.0093,0.11,1.4079,1.1017,0.6479,6.6555,4.0671,0.99,1.4612
sa602912,Jacob,Smith,SFN,1,0.571,0.429,0.571,NULL,4,0.528845614035088,0.1002,0.0512,0.063,0,0.4208,0.6715,0.0423,0.5156,0.5569,4.6404,5.0121,1.0417,0.11,1.4527,1.1368,0.6685,6.0435,3.7872,0.99,1.4625
sa509713,Ozzie,Mendez,FA,1,0.106,0.894,0.106,NULL,4,0.593491228070175,0.0865,0.0428,0.0466,0,0.3871,0.6035,0.0419,0.5158,0.5565,4.6422,5.0085,1.079,0.13,1.4578,1.2188,0.6902,5.4315,3.4839,1.17,1.4661
sa509455,Esteban,Haro,FA,1,0,1,0,NULL,4,1,0,0.0484,0.0516,0,0.3361,0.6036,0.0414,0.5158,0.5559,4.6422,5.0031,1.0919,0.13,1.465,1.2248,0.6936,5.4324,3.0249,1.17,1.428
sa329219,Chris,Andujar,TBA,1,0.104,0.896,0.104,NULL,4,0.175438596491228,0.1754,0.0356,0.039,0,0.3614,0.5651,0.0431,0.5159,0.556,4.6431,5.004,1.076,0.14,1.4348,1.2848,0.6874,5.0859,3.2526,1.26,1.4374
7320,Matt,Fox,SEA,1,0.677,0.323,0.677,88.8,4,0.175438596491228,0.1754,0.051,0.0571,0,0.3011,0.6265,0.0323,0.5159,0.5551,4.6431,4.9959,1.08,0.14,1.4158,1.2682,0.6717,5.6385,2.7099,1.26,1.3811
1094,Joel,Pineiro,LAA,1,0.945,0.055,0.945,86.6,4,0.175438596491228,0.1754,0.0586,0.0653,0,0.2659,0.575,0.0316,0.5159,0.5578,4.6431,5.0202,1.1111,0.12,1.5801,1.1482,0.696,5.175,2.3931,1.08,1.377
sa326785,Zech,Zinicola,BAL,1,0,1,0,NULL,4,1,0,0.0484,0.0516,0,0.3459,0.6445,0.0343,0.5159,0.5549,4.6431,4.9941,1.0743,0.15,1.3986,1.2521,0.6815,5.8005,3.1131,1.35,1.4202
sa736026,Wesley,Parsons,ATL,1,1,0,1,NULL,4,0.175438596491228,0.1754,0.0552,0.0719,0,0.3351,0.6627,0.0478,0.5161,0.557,4.6449,5.013,1.0692,0.13,1.4619,1.1418,0.6949,5.9643,3.0159,1.17,1.4043
sa392199,Rob,Rasmussen,LAN,1,0.967,0.033,0.967,93,4,0.181540350877193,0.1741,0.0546,0.0707,0,0.4918,0.7552,0.039,0.5162,0.5577,4.6458,5.0193,0.9883,0.12,1.3998,1.0943,0.6226,6.7968,4.4262,1.08,1.4801
sa457252,Joe,Testa,WAS,1,0,1,0,NULL,5,1,0,0.0484,0.0516,0,0.4867,0.6921,0.0631,0.5163,0.5577,4.6467,5.0193,1.0345,0.11,1.4353,1.1192,0.6705,6.2289,4.3803,0.99,1.5212
sa504004,Jose,Gonzalez,MIN,1,0,1,0,NULL,4,1,0,0.0484,0.0516,0,0.4284,0.6801,0.0708,0.5163,0.5557,4.6467,5.0013,1.0697,0.12,1.3623,1.2212,0.699,6.1209,3.8556,1.08,1.4981
sa389906,Bobby,Bramhall,WAS,1,0.532,0.468,0.532,87.2,4,0.43410350877193,0.1204,0.0502,0.0582,0,0.4086,0.6581,0.0444,0.5163,0.5577,4.6467,5.0193,1.0583,0.12,1.4634,1.1411,0.6837,5.9229,3.6774,1.08,1.4669
sa504430,Robinson,Yambati,KCA,1,0,1,0,NULL,4,0.175438596491228,0.1754,0.0328,0.0356,0,0.4458,0.6393,0.0506,0.5165,0.5566,4.6485,5.0094,1.0445,0.13,1.3821,1.2369,0.6779,5.7537,4.0122,1.17,1.4903
962,Brett,Myers,CLE,1,0.75,0.25,0.75,87.6,4,0.175438596491228,0.1754,0.0517,0.0607,0,0.2779,0.6238,0.032,0.5166,0.5576,4.6494,5.0184,1.1081,0.13,1.5368,1.1416,0.7018,5.6142,2.5011,1.17,1.386
sa577754,Matt,Andriese,SDN,1,0.983,0.017,0.983,NULL,4,0.181705263157895,0.1741,0.0535,0.0728,0,0.3176,0.6697,0.0365,0.5166,0.5572,4.6494,5.0148,1.0632,0.13,1.4795,1.154,0.6548,6.0273,2.8584,1.17,1.3808
