steamerid,firstname,lastname,DBteamId,IP,start_IP,relief_IP,start_percent,FBV,TBF,G,GS,W,L,SV,BB,K,HBP,ER,R,ERA,RA,H,HR,GB,FB,LD,K9,BB9,HR9,WHIP
6655,Craig,Kimbrel,ATL,65,0,65,0,96.9,256,65,0,5.2087,1.2913,35,19.1538,95,2.1649,12.913,14.778,1.78795384615385,2.04618461538462,42.4137,3.67,63.0662,45.4791,28.9323,13.1538461538462,2.65206461538462,0.508153846153846,0.947192307692308
10233,Aroldis,Chapman,CIN,30,0,30,0,98.3,120,30,0,2.3561,0.6439,26,11.8127,47.455,1.1699,6.4389,7.2432,1.93167,2.17296,17.9202,2.37,24.0402,22.5231,11.7998,14.2365,3.54381,0.711,0.991096666666667
3096,Kenley,Jansen,LAN,65.5308642769704,0,65.5308642769704,0,92.4,264,66.1975308641975,0,4.865,1.5547,32.6049,20.0969,87.3562,2.3849,16.5471,18.3045,2.27257646672511,2.51393754405121,46.226,6.58,59.6396,61.8995,29.5927,11.9974886440846,2.76010551662393,0.903696306364935,1.01208645318154
9227,Koji,Uehara,BOS,65,0,65,0,88.9,258,65,0.1754,4.8741,1.5905,28,11.4221,75.1845,1.6073,15.8015,17.5393,2.1879,2.42851846153846,52.2767,6.8,60.7303,71.8334,35.8089,10.4101615384615,1.58152153846154,0.941538461538461,0.979981538461538
7196,Greg,Holland,KCA,65,0,65,0,95.8,261,65,0,4.7815,1.7185,34,21.2661,83.1833,1.4157,17.1854,19.1663,2.37951692307692,2.65379538461538,47.2808,4.71,65.9027,56.356,31.6435,11.5176876923077,2.94453692307692,0.652153846153846,1.05456769230769
521,Jason,Grilli,PIT,65,0,65,0,93.1,265,65,0,4.7689,1.7311,34,18.8214,76.6109,2.3792,17.3112,19.2446,2.39693538461538,2.66463692307692,50.8286,5.78,64.811,66.1269,33.6944,10.6076630769231,2.60604,0.800307692307692,1.07153846153846
7550,Jake,McGee,TBA,65,0,65,0,96,263,65,0,4.6624,1.8376,8,19.7345,75.3283,1.8048,18.3758,20.396,2.54434153846154,2.82406153846154,50.4918,5.86,68.3876,63.5972,33.3159,10.4300723076923,2.73246923076923,0.811384615384615,1.08040461538462
10745,Trevor,Rosenthal,SLN,65,0,65,0,97.3,266,65,0,4.6617,1.8383,35,20.2909,78.2077,3.2551,18.3832,20.4891,2.54536615384615,2.83695230769231,50.5118,4.75,72.2954,56.1219,33.4304,10.8287584615385,2.80950923076923,0.657692307692308,1.08927230769231
6033,Kelvin,Herrera,KCA,55,0,55,0,98.2,223,55,0,3.936,1.564,1,16.6092,62.2902,1.9519,15.6404,17.5332,2.55933818181818,2.86906909090909,43.2035,3.83,67.2034,44.8023,28.9533,10.1929418181818,2.71786909090909,0.626727272727273,1.08750363636364
5861,Jason,Motte,SLN,35,0,35,0,96.1,143,35,0,2.462,1.038,2,8.8896,37.9202,1.3553,10.3801,11.507,2.66916857142857,2.95894285714286,29.1802,3.07,39.7295,34.401,19.3224,9.75090857142857,2.28589714285714,0.789428571428571,1.08770857142857
5178,Ernesto,Frieri,LAA,65,0,65,0,94.1,271,65,0,4.5536,1.9464,31,24.7309,79.1281,3.6172,19.4644,21.1698,2.69507076923077,2.93120307692308,50.0443,7.94,47.3717,81.9271,32.9438,10.9561984615385,3.42427846153846,1.09938461538462,1.15038769230769
4264,Mark,Melancon,PIT,65,0,65,0,92.6,266,65,0,4.5497,1.9503,4,14.0483,59.0667,2.2802,19.5028,22.0963,2.70038769230769,3.05948769230769,59.2182,3.77,104.4598,44.9027,38.484,8.17846615384615,1.94514923076923,0.522,1.12717692307692
1437,Joaquin,Benoit,SDN,65,0,65,0,93.8,266,65,0,4.5457,1.9543,13,19.3243,73.4644,1.8635,19.5429,21.6293,2.70594,2.99482615384615,52.4541,6.09,72.2157,62.9356,33.6055,10.1719938461538,2.67567230769231,0.843230769230769,1.10428307692308
8041,Glen,Perkins,MIN,65,0,65,0,94.6,267,65,0,4.5029,1.9971,32,17.6425,72.7019,2.3857,19.9707,22.0414,2.76517384615385,3.05188615384615,55.2756,5.83,72.2077,63.4187,36.6933,10.0664169230769,2.44280769230769,0.807230769230769,1.12181692307692
1581,Sean,Doolittle,OAK,55,0,55,0,94,226,55,0,3.7593,1.7407,1,14.4058,55.4297,1.6767,17.4069,19.0605,2.84840181818182,3.11899090909091,47.6145,6.31,55.3839,66.5834,31.4288,9.07031454545454,2.35731272727273,1.03254545454545,1.12764181818182
5905,Sean,Marshall,CIN,20,0,20,0,88.6,82,20,0,1.3632,0.6368,0,5.2285,19.5718,0.7536,6.3679,7.1243,2.865555,3.205935,17.516,1.66,28.7987,15.8253,11.3084,8.80731,2.352825,0.747,1.137225
3271,Jordan,Walden,ATL,65,0,65,0,95.5,269,65,0,4.4158,2.0842,2,21.1559,74.2473,1.9395,20.8424,22.8958,2.88587076923077,3.17018769230769,53.0765,6.05,68.304,64.931,35.5133,10.2803953846154,2.92927846153846,0.837692307692308,1.14203692307692
13398,Paco,Rodriguez,LAN,45.1111111209786,0,45.1111111209786,0,89.6,189,45.4444444444444,0,3.0087,1.4358,0,16.9933,48.2206,1.6104,14.3579,15.9205,2.86450714223057,3.1762573884678,37.3904,3.79,55.7417,41.1303,23.4347,9.62036600774789,3.39028891551458,0.756133004760715,1.2055499997363
2036,Clayton,Kershaw,LAN,186.814814178965,186.814814178965,0,1,92.6,764,32.6049382716049,32.6049,14.5631,9.3315,0,47.105,190.978,3.9535,59.3163,65.7415,2.85762508902846,3.16716585138257,159.2673,16.35,241.5659,171.2192,100.8059,9.20056585209254,2.26933287846149,0.787678432498576,1.10468915919216
7175,Jonny,Venters,ATL,45,0,45,0,93,188,45,0,3.0361,1.4639,1,16.7714,47.299,2.0448,14.6391,16.4521,2.92782,3.29042,38.1633,2.39,67.2748,27.8005,25.3419,9.4598,3.35428,0.478,1.22077111111111
844,Mariano,Rivera,NYA,1,0,1,0,91.6,4,1,0,0.0672,0.0328,0,0.1857,0.9017,0.0305,0.3282,0.3632,2.9538,3.2688,0.9096,0.11,1.3244,1.0116,0.5865,8.1153,1.6713,0.99,1.0953
6943,Luke,Hochevar,KCA,1,0,1,0,95.2,4,0.199350877192982,0.1704,0.0337,0.0355,0,0.2364,0.9512,0.041,0.3336,0.3679,3.0024,3.3111,0.888,0.1,1.241,1.027,0.5863,8.5608,2.1276,0.9,1.1244
1797,Neal,Cotts,TEX,65,0,65,0,91.9,270,65,0,4.3198,2.1802,3,22.0261,71.3625,1.7678,21.8015,23.9847,3.01866923076923,3.32095846153846,55.0621,6.42,74.2108,62.1018,36.6666,9.88096153846154,3.04976769230769,0.888923076923077,1.18597230769231
6422,Rich,Thompson,OAK,1,0,1,0,71.7,4,1,0,0.0664,0.0336,0,0.3278,1.0752,0.0267,0.3355,0.3684,3.0195,3.3156,0.8403,0.09,1.1103,1.0218,0.5494,9.6768,2.9502,0.81,1.1681
10586,Addison,Reed,ARI,65.1975308641975,0,65.1975308641975,0,92.8,271,65.1975308641975,0,4.2601,2.1596,30.6173,19.4258,69.3543,3.3717,21.5962,23.6282,2.98118345010415,3.26168487028972,54.9429,7.3,69.1181,71.4103,35.7851,9.57380888089377,2.68157701192956,1.00770687369816,1.14066743041091
8180,Kevin,Siegrist,SLN,55,0,55,0,95.2,232,55,0,3.6479,1.8521,1,22.5243,61.7967,2.4914,18.5208,20.4143,3.03067636363636,3.34052181818182,44.6139,4.57,61.7985,51.5225,29.5004,10.1121872727273,3.68579454545455,0.747818181818182,1.22069454545455
4817,Jesse,Crain,HOU,65,0,65,0,94.2,270,65,0,4.3075,2.1925,8,21.1628,71.0195,2.0113,21.9252,23.9225,3.03579692307692,3.31234615384615,55.128,7.44,65.7044,73.0243,35.5167,9.83346923076923,2.93023384615385,1.03015384615385,1.17370461538462
8501,Danny,Farquhar,SEA,65,0,65,0,94.2,269,65,0,4.3071,2.1929,14,21.954,70.1181,2.4421,21.9289,24.1227,3.03630923076923,3.34006615384615,54.267,5.86,75.0845,63.4664,34.714,9.70866,3.03978461538462,0.811384615384615,1.17263076923077
9817,Sergio,Romo,SFN,65,0,65,0,87.4,268,65,0,4.3065,2.1935,32,14.3016,59.6436,2.0786,21.9354,24.1903,3.03720923076923,3.34942615384615,59.1939,5.95,82.7752,67.4675,38.7874,8.25834461538462,1.98022153846154,0.823846153846154,1.1307
8241,David,Robertson,NYA,65,0,65,0,91.4,267,65,0,4.3046,2.1954,35,20.3042,70.6104,1.9556,21.9538,24.2013,3.03975692307692,3.35094923076923,54.416,5.96,79.8554,58.2495,34.6753,9.77682461538462,2.81135076923077,0.825230769230769,1.14954153846154
1122,Joe,Nathan,DET,65,0,65,0,91.9,268,65,0,4.3017,2.1983,35,17.9542,65.4831,2.1897,21.9827,24.049,3.04375846153846,3.32986153846154,56.7207,7.35,71.4311,73.7879,36.0522,9.06689076923077,2.48596615384615,1.01769230769231,1.14884461538462
14443,Kyuji,Fujikawa,CHN,55,0,55,0,92,228,55,0,3.6331,1.8669,2,15.9655,55.7081,2.2482,18.669,20.6061,3.05492727272727,3.37190727272727,47.8058,5.08,69.3509,51.709,31.0523,9.11587090909091,2.61253636363636,0.831272727272727,1.15947818181818
sa549890,Matt,Stites,SDN,1,0,1,0,95.7,4,1,0,0.0658,0.0342,0,0.2634,1.007,0.0326,0.3415,0.376,3.0735,3.384,0.8852,0.1,1.2551,0.979,0.5555,9.063,2.3706,0.9,1.1486
8963,Blake,Hawksworth,LAN,1,0,1,0,94.1,4,1,0,0.0658,0.0342,0,0.2706,0.966,0.0309,0.3421,0.3771,3.0789,3.3939,0.8878,0.1,1.2636,1.003,0.5658,8.694,2.4354,0.9,1.1584
494,Fernando,Rodney,SEA,65,0,65,0,96.2,269,65,0,4.2744,2.2256,24,24.1459,70.0933,2.2839,22.2559,24.704,3.08158615384615,3.42055384615385,53.5903,4.34,87.4689,49.7372,34.3341,9.70522615384615,3.34327846153846,0.600923076923077,1.19594153846154
12803,Carter,Capps,MIA,25,0,25,0,95.6,105,25,0,1.6419,0.8581,0,8.612,27.0694,0.973,8.5812,9.4488,3.089232,3.401568,21.1601,1.96,29.8431,23.0333,13.8588,9.744984,3.10032,0.7056,1.190884
4734,Sergio,Santos,TOR,65,0,65,0,94.3,268,65,0,4.2653,2.2347,5,19.2881,70.714,2.1786,22.3466,24.48,3.09414461538462,3.38953846153846,55.824,6.49,74.3938,64.4397,35.9439,9.79116923076923,2.67066,0.898615384615385,1.15557076923077
4259,David,Hernandez,ARI,1,0,1,0,94.5,4,1,0,0.0655,0.0345,0,0.3413,1.0823,0.0443,0.3447,0.3749,3.1023,3.3741,0.8402,0.12,0.9643,1.1766,0.5452,9.7407,3.0717,1.08,1.1815
2267,Brandon,Gomes,TBA,35,0,35,0,91.2,146,35,0,2.2859,1.2141,0,10.9211,33.5234,1.4007,12.1412,13.2361,3.12202285714286,3.40356857142857,30.5834,4.33,35.7435,43.7087,20.0806,8.62030285714286,2.80828285714286,1.11342857142857,1.18584285714286
9926,Bobby,Parnell,NYN,65,0,65,0,94.7,270,65,0,4.238,2.262,32,18.749,60.8126,1.9327,22.6201,25.1505,3.13201384615385,3.48237692307692,58.6317,5.05,95.8868,52.4032,37.4631,8.42020615384615,2.59601538461538,0.699230769230769,1.19047230769231
718,Grant,Balfour,TBA,65,0,65,0,93.1,271,65,0,4.2375,2.2625,28,22.5875,64.7021,1.5272,22.6249,24.7678,3.13267846153846,3.42938769230769,55.5062,7.03,70.7772,73.3049,36.4151,8.95875230769231,3.1275,0.973384615384615,1.20144153846154
1370,Charlie,Furbush,SEA,45,0,45,0,91.7,188,45,0,2.9325,1.5675,0,15.2377,47.2519,1.8111,15.6747,17.1744,3.13494,3.43488,38.4279,4.51,50.8944,46.9795,24.4917,9.45038,3.04754,0.902,1.19256888888889
12183,Cody,Allen,CLE,65,0,65,0,95.4,271,65,0,4.234,2.266,8,22.01,72.1289,1.7741,22.6604,24.6407,3.13759384615385,3.41178923076923,55.6694,7.05,64.2625,73.294,36.0884,9.98707846153846,3.04753846153846,0.976153846153846,1.19506769230769
5640,Tyler,Clippard,WAS,65,0,65,0,91.8,274,65,0,4.2286,2.2714,2,21.4198,66.7553,2.2627,22.7138,24.5546,3.14498769230769,3.39986769230769,56.6424,9.39,55.007,88.3007,37.6181,9.24304153846154,2.96581846153846,1.30015384615385,1.20095692307692
3192,Will,Harris,ARI,26.6913580246914,0,26.6913580246914,0,91.5,109,25.6913580246914,0,1.6052,0.8639,0,7.6203,27.5474,0.7906,8.639,9.5185,2.91296530989824,3.20952197039778,22.5474,2.34,31.3039,24.5295,15.9632,9.28864690101758,2.56947210915819,0.789019426456984,1.13024222941721
1795,J.J.,Putz,ARI,54.9876543308551,0,54.9876543308551,0,91.4,228,55.320987654321,0,3.5314,1.9007,1.9753,16.1855,53.3263,1.7286,19.007,20.9172,3.11093466491099,3.42358302587868,47.6597,5.39,67.8361,55.6592,30.9384,8.72808098181948,2.64913100536207,0.882198024089558,1.16108244253974
5975,Jonathan,Papelbon,PHI,65,0,65,0,91.7,269,65,0,4.2219,2.2781,32,14.9669,63.5759,2.3735,22.7815,24.8992,3.15436153846154,3.44758153846154,58.598,7.55,76.207,71.7677,37.0529,8.80281692307692,2.07234,1.04538461538462,1.13176769230769
11713,Matt,Harvey,NYN,1,1,0,1,95.8,4,0.175438596491228,0.1754,0.0685,0.0586,0,0.3024,1.067,0.0356,0.3508,0.3864,3.1572,3.4776,0.8462,0.09,1.2342,0.9115,0.5421,9.603,2.7216,0.81,1.1486
5498,Arodys,Vizcaino,CHN,29.5904,9.59039999999999,20,0.324105115172488,95.7,123,21.6825263158,1.6825,1.9478,1.2374,0,9.8923,31.801,1.0597,10.3837,11.3948,3.15823037201254,3.46575916513464,25.065,2.9,34.3221,28.9196,16.2217,9.67235995457986,3.00876973613064,0.882042824699903,1.18137301286904
7293,Brad,Ziegler,ARI,65.1975308641975,0,65.1975308641975,0,85.8,278,65.1975308641975,0,4.163,2.2568,3.9506,20.7908,41.081,2.1285,22.5676,25.6421,3.11527748532475,3.53968772959667,65.8809,3.31,133.6587,35.1118,41.9583,5.67090494224579,2.87000439310737,0.456919144101496,1.3293708956637
3959,David,Carpenter,ATL,55,0,55,0,94.8,231,55,0,3.5576,1.9424,0,17.6637,56.2238,2.5027,19.4239,21.3046,3.17845636363636,3.48620727272727,48.1209,5.32,64.4835,55.5106,32.0245,9.20025818181818,2.89042363636364,0.870545454545455,1.19608363636364
6485,Brian,Wilson,LAN,65.1975308641975,0,65.1975308641975,0,92.9,271,65.1975308641975,0,4.1524,2.2674,4.9383,19.6583,64.0549,2.1268,22.6739,25.0478,3.12995135391024,3.45764934671464,57.0245,5.57,86.4192,58.5186,37.1831,8.8422689074039,2.71367178564666,0.768894148835448,1.17616110585116
1514,Oliver,Perez,ARI,54.654320992588,0,54.654320992588,0,91.9,231,55.320987654321,0,3.5075,1.9246,1.9753,20.4678,57.5986,2.8304,19.2462,21.0253,3.16929744719527,3.46226421924924,45.9917,6.14,58.8782,59.2003,29.8137,9.4848383546893,3.37045995000069,1.01108199674632,1.21599717630767
12235,Seth,Maness,SLN,45,0,45,0,90.5,187,45,0,2.9047,1.5953,0,7.191,29.7753,1.5193,15.9526,17.9127,3.19052,3.58254,47.0591,2.99,83.3904,33.0332,30.3463,5.95506,1.4382,0.598,1.20555777777778
7038,Alex,Torres,SDN,55,0,55,0,92.5,234,55,0,3.5496,1.9504,1,26.2383,63.9252,2.2336,19.5042,21.4738,3.19159636363636,3.51389454545455,43.2535,4.47,63.1514,48.0229,27.6436,10.4604872727273,4.29354,0.731454545454545,1.26348727272727
4067,Christian,Garcia,WAS,40,0,40,0,94.5,168,40,0.117,2.5524,1.424,0,13.0147,41.4927,1.4697,14.2492,15.6066,3.20607,3.511485,34.9583,3.99,46.6302,40.5815,22.8641,9.3358575,2.9283075,0.89775,1.199325
3184,David,Price,TBA,191.808,191.808,0,1,93.2,788,30.4457142857,30.4457,13.7541,9.3725,0,45.9236,169.2007,5.5061,68.3355,75.5809,3.2064329954955,3.54640108858859,174.3117,18.03,263.9666,185.1706,113.5141,7.93922203453454,2.15482357357357,0.846002252252252,1.14820706122789
sa548427,Josh,Osich,SFN,1,0,1,0,95.3,4,0.764422807017544,0.0501,0.0547,0.0353,0,0.3682,0.9992,0.0278,0.3567,0.3928,3.2103,3.5352,0.8737,0.09,1.2391,0.9696,0.5702,8.9928,3.3138,0.81,1.2419
4696,Nate,Jones,CHA,65,0,65,0,97.4,271,65,0,4.1806,2.3194,27,23.597,70.2498,1.8014,23.1942,25.5278,3.21150461538462,3.53461846153846,55.2139,5.84,81.7177,56.9074,34.8382,9.72689538461538,3.26727692307692,0.808615384615385,1.21247538461538
2233,Adam,Wainwright,SLN,201.3984,201.3984,0,1,90.8,830,31.968,31.968,14.0487,10.2342,0,40.8274,176.5037,6.0992,71.895,79.7859,3.21281102531102,3.56543597168597,190.3481,16.34,301.2313,172.7298,123.5401,7.88751698126698,1.82447626197626,0.73019448019448,1.14785172076839
1368,Andrew,Bailey,NYA,15,0,15,0,93.7,63,15,0,0.9644,0.5356,0,4.8561,15.6133,0.4565,5.3564,5.8152,3.21384,3.48912,13.0074,2.01,14.9971,18.0131,8.2882,9.36798,2.91366,1.206,1.1909
5525,Boone,Logan,COL,45,0,45,0,93.3,189,45,0,2.8925,1.6075,1,15.4086,50.8655,1.6067,16.0746,17.5965,3.21492,3.5193,38.6475,4.48,51.6515,40.7275,26.3811,10.1731,3.08172,0.896,1.20124666666667
10133,Brad,Boxberger,TBA,15,0,15,0,91.6,63,15,0,0.9636,0.5364,0,6.2915,16.1043,0.4397,5.3642,5.8653,3.21852,3.51918,12.3164,1.5,15.9314,15.9314,8.053,9.66258,3.7749,0.9,1.24052666666667
4079,Junichi,Tazawa,BOS,65,0,65,0,93.2,269,65,0,4.1742,2.3258,3,16.1288,62.6305,2.132,23.2581,25.4113,3.22035230769231,3.51848769230769,59.7961,6.93,76.0753,70.8416,39.7871,8.67191538461538,2.23321846153846,0.959538461538462,1.16807538461538
8844,Antonio,Bastardo,PHI,65,0,65,0,91.4,275,65,0,4.1739,2.3261,3,26.2479,73.428,2.045,23.2611,25.2099,3.22076769230769,3.49060153846154,53.873,8.32,59.1006,77.3773,34.2169,10.1669538461538,3.63432461538462,1.152,1.23262923076923
1852,Ryan,Madson,PHI,1,0,1,0,93,4,1,0,0.0642,0.0358,0,0.2666,0.9592,0.0343,0.3579,0.3935,3.2211,3.5415,0.9065,0.1,1.3051,0.9767,0.5721,8.6328,2.3994,0.9,1.1731
9720,Louis,Coleman,KCA,40,0,40,0,89.8,169,40,0,2.5667,1.4333,0,14.7297,38.5304,1.2277,14.3332,15.5924,3.22497,3.50829,34.949,5.01,39.2775,50.8565,23.3289,8.66934,3.3141825,1.12725,1.2419675
10131,Stephen,Strasburg,WAS,182.2176,182.2176,0,1,95.3,755,28.9234285714,28.9234,12.8847,9.0855,0,54.7483,199.586,7.9653,65.5898,72.1386,3.23957839418366,3.56303342816501,155.0412,15.62,228.3977,155.6596,100.8146,9.85785127232496,2.70410048206101,0.771495179389916,1.15131304550164
4279,Manny,Parra,CIN,65,0,65,0,93.1,272,65,0,4.1578,2.3422,2,22.946,69.1646,2.235,23.4218,25.7553,3.24301846153846,3.56611846153846,55.5236,6.27,81.8957,57.7469,35.3874,9.57663692307692,3.17713846153846,0.868153846153846,1.20722461538462
1636,Cliff,Lee,PHI,191.808,191.808,0,1,90.4,783,30.4457142857,30.4457,12.2454,10.8812,0,34.2123,182.335,4.0671,69.1573,75.9327,3.24499343093093,3.56290822072072,177.1639,20.69,251.541,191.703,110.9884,8.55550863363363,1.60530686936937,0.970814564564565,1.10201972806139
5524,Madison,Bumgarner,SFN,191.808,191.808,0,1,91.4,798,31.4439344262,31.4439,13.1629,10.353,0,54.5516,187.7406,6.1618,69.2202,76.2579,3.24794481981982,3.57816722972973,170.854,16.85,248.186,181.6787,110.9761,8.80914977477478,2.55966591591592,0.790634384384384,1.17516266266266
5009,Kyle,McPherson,PIT,10,0,10,0,93.4,42,10,0.0977,0.6211,0.3611,0,2.1768,8.6155,0.4725,3.6149,3.9717,3.25341,3.57453,9.4996,0.98,13.2294,10.6495,6.1448,7.75395,1.95912,0.882,1.16764
12784,Burch,Smith,SDN,44.1808,19.1808,25,0.434143338282693,92.1,184,28.3650526316,3.3651,2.8987,1.9831,0,13.6083,47.0573,1.5248,15.994,17.3896,3.25811212110238,3.54240756165574,38.1317,5.22,46.4232,49.911,23.9536,9.58596720747474,2.77212499547315,1.06335783869916,1.17109694709014
4772,Felix,Hernandez,SEA,191.808,191.808,0,1,91.6,787,30.4457142857,30.4457,14.0216,9.105,0,47.4008,184.3278,6.2747,69.4633,76.7797,3.25935153903904,3.60265108858859,173.2975,15.78,272.567,162.995,109.1303,8.64901463963964,2.22413663663664,0.740427927927928,1.15062093343343
6432,Tim,Stauffer,SDN,35,0,35,0,91.4,146,35,0.0835,2.2165,1.2666,0,8.8269,29.9059,1.347,12.6758,14.0415,3.25949142857143,3.61067142857143,33.3754,3.1,52.697,31.2201,20.8661,7.69008857142857,2.26977428571429,0.797142857142857,1.20578
sa550010,Cody,Hall,SFN,1,0,1,0,94.5,4,1,0,0.0638,0.0362,0,0.3577,1.0013,0.046,0.3623,0.3982,3.2607,3.5838,0.8757,0.08,1.2394,0.9698,0.5703,9.0117,3.2193,0.72,1.2334
4070,Pedro,Strop,CHN,45,0,45,0,95.5,190,45,0,2.8659,1.6341,10,18.3771,46.7711,2.1902,16.3411,18.1399,3.26822,3.62798,38.2542,2.93,64.7874,31.6066,24.7254,9.35422,3.67542,0.586,1.25847333333333
9419,Zac,Rosscup,CHN,10,0,10,0,92.5,43,10,0,0.6363,0.3637,0,4.8805,11.6553,0.3116,3.6368,3.9796,3.27312,3.58164,7.9464,0.97,10.5526,9.6394,5.1793,10.48977,4.39245,0.873,1.28269
1663,Javier,Lopez,SFN,55,0,55,0,85.8,233,55,0,3.4982,2.0018,4,18.1628,44.5116,1.6858,20.0184,22.3288,3.27573818181818,3.65380363636364,51.8884,3.67,88.0165,43.7596,34.02,7.28371636363636,2.97209454545455,0.600545454545455,1.27365818181818
13074,Yu,Darvish,TEX,163.0368,163.0368,0,1,92.6,677,28.6029473684,28.6029,12.6977,8.0223,0,59.4031,192.9077,6.6075,59.3669,64.8839,3.27718711358417,3.58173798798799,132.6723,16.1,178.3504,148.4871,87.9157,10.6489412206324,3.27918543543544,0.888756403462286,1.17811070874796
8855,Ryan,Cook,OAK,55,0,55,0,94.6,231,55,0,3.4939,2.0061,6,19.4796,53.569,2.3798,20.0609,22.0345,3.28269272727273,3.60564545454546,47.8776,4.89,67.9699,54.715,31.574,8.76583636363636,3.18757090909091,0.800181818181818,1.22467636363636
3137,Max,Scherzer,DET,191.808,191.808,0,1,93,791,31.4439344262,31.4439,14.3371,9.1787,0,54.5197,203.5982,5.5074,70.1192,76.1595,3.29012762762763,3.57355011261261,165.7181,23.37,199.4112,219.8234,104.0795,9.55321884384384,2.55816910660661,1.09656531531532,1.1482200950951
11530,Jose,Fernandez,MIA,191.808,191.808,0,1,94.9,804,30.4457142857,30.4457,12.0362,11.0904,0,68.9448,212.2182,6.7426,70.266,77.1353,3.29701576576577,3.61933652402402,162.232,15.37,229.766,172.4513,105.2875,9.95768581081081,3.23502252252252,0.72118993993994,1.20525108441775
5960,Wesley,Wright,TBA,1,0,1,0,89.9,4,0.75749649122807,0.0516,0.0537,0.036,0,0.3245,0.8922,0.0475,0.3667,0.4055,3.3003,3.6495,0.9027,0.08,1.4181,0.9009,0.5861,8.0298,2.9205,0.72,1.2272
11571,Jose,Dominguez,LAN,25.0246913629584,0,25.0246913629584,0,98.5,109,25.6913580246914,0,1.5633,0.9059,0,13.2205,27.7515,1.1136,12.0588,12.9267,4.33688465627373,4.64902037402176,21.0172,2.21,27.9546,24.2209,13.7757,9.98068253379941,4.75468401484947,0.7948149973766,1.36815673382005
6244,Tom,Gorzelanny,MIL,30,0,30,0,91.2,126,30,0.1674,1.8679,1.0997,0,9.4491,29.6468,1.0865,11.016,12.0381,3.3048,3.61143,26.8779,3.48,35.2988,31.9975,17.349,8.89404,2.83473,1.044,1.2109
3132,Tony,Watson,PIT,55,0,55,0,93.3,232,55,0,3.4804,2.0196,1,16.1778,48.8348,2.4274,20.1961,22.1301,3.30481636363636,3.62128909090909,50.5206,5.53,67.6744,61.0365,33.163,7.99114909090909,2.64727636363636,0.904909090909091,1.21269818181818
6983,Drew,Storen,WAS,55,0,55,0,93.9,230,55,0,3.471,2.029,4,15.2906,52.1258,1.667,20.2902,22.2353,3.32021454545454,3.63850363636364,50.5748,5.5,69.87,55.6108,32.9386,8.52967636363636,2.50209818181818,0.9,1.19755272727273
3220,Jean,Machi,SFN,35,0,35,0,92.5,147,35,0,2.2079,1.2921,0,9.3949,29.4158,1.1689,12.9214,14.2777,3.32264571428571,3.67140857142857,33.0818,2.85,50.9481,32.5648,21.5601,7.56406285714286,2.41583142857143,0.732857142857143,1.21362
sa549077,Grant,Dayton,MIA,10,0,10,0,90.4,42,10,0,0.6307,0.3693,0,3.6672,9.9278,0.3672,3.6933,4.0551,3.32397,3.64959,8.9467,0.85,12.4764,9.7568,5.8199,8.93502,3.30048,0.765,1.26139
2332,Joel,Peralta,TBA,55,0,55,0,89.9,231,55,0,3.4651,2.0349,2,18.7416,53.521,1.2909,20.3488,21.9618,3.32980363636364,3.59374909090909,48.2895,7.69,48.9191,75.8012,31.5216,8.75798181818182,3.06680727272727,1.25836363636364,1.21874727272727
3926,Casey,Fien,MIN,45,0,45,0,90.7,188,45,0,2.8315,1.6685,1,12.0727,42.4425,1.1296,16.685,18.1083,3.337,3.62166,42.2084,5.32,48.3508,55.0516,27.9752,8.4885,2.41454,1.064,1.20624666666667
6483,Steve,Cishek,MIA,65,0,65,0,92,275,65,0,4.089,2.411,33,22.2802,63.7088,2.9349,24.1096,26.591,3.33825230769231,3.68183076923077,58.6432,4.58,89.995,54.875,37.9702,8.82121846153846,3.08495076923077,0.634153846153846,1.24497538461538
7161,Chris,Withrow,LAN,30.6296296296296,0,30.6296296296296,0,96.1,130,30.6296296296296,0,1.862,1.101,0,14.1422,32.9498,0.909,11.0097,12.0345,3.2350146311971,3.53613482466747,25.2531,2.8,34.9124,29.0404,16.4662,9.68174292623942,4.1554469165659,0.82273276904474,1.28618270858525
2173,Fernando,Nieve,LAN,1,0.048,0.952,0.048,91.7,4,0.220789473684211,0.1658,0.0359,0.0368,0,0.2586,0.8972,0.0364,0.3718,0.4078,3.3462,3.6702,0.9292,0.1,1.3205,1.0323,0.5874,8.0748,2.3274,0.9,1.1878
8504,Jeff,Beliveau,TBA,20,0,20,0,89,85,20,0,1.2563,0.7437,0,8.3057,19.3206,0.6403,7.4371,8.1416,3.346695,3.66372,17.3368,2.07,23.0422,21.862,11.3348,8.69427,3.737565,0.9315,1.282125
1467,Guillermo,Mota,SFN,1,0,1,0,91.1,4,1,0,0.0628,0.0372,0,0.2881,0.877,0.039,0.372,0.4077,3.348,3.6693,0.9309,0.1,1.2626,1.0937,0.6083,7.893,2.5929,0.9,1.219
5766,Bruce,Rondon,DET,1,0,1,0,99.3,4,1,0,0.0628,0.0372,0,0.4382,1.1393,0.0441,0.3723,0.4074,3.3507,3.6666,0.813,0.09,1.1467,0.9173,0.5124,10.2537,3.9438,0.81,1.2512
4301,Justin,Wilson,PIT,55,0,55,0,95.3,234,55,0,3.4508,2.0492,0,22.2016,52.1398,2.1625,20.4922,22.6271,3.35326909090909,3.70261636363636,48.598,4.24,74.473,49.1304,31.847,8.53196727272727,3.63298909090909,0.693818181818182,1.28726545454545
